rank,player,real_time,comment,date,category
288,annanokeiji,1:40:44,"Garbage WS E-Tank split, was tempted to reset but glad I didn't",2018-01-07,100%
289,JanusZeal,1:40:56,Another tourney race PB. Only 6th time running the category,2016-12-23,100%
289,MarioMayhem,1:40:56,Fun Race,2018-03-10,100%
291,Shokushu,1:41:00,Nice race with TM =),2016-12-20,100%
292,HelioDixy,1:41:12,¯\_(ツ)_/¯,2018-02-28,100%
293,Spag_Eddy,1:41:18,Still working on it,2016-06-30,100%
294,QKTunak,1:41:37,Was just showing friends 100%,2017-05-24,100%
295,MASTER-88,1:41:49,1:04 IGT PAL version.,2018-12-19,100%
296,xopazaru0343,1:41:59,ice clip,2020-10-22,100%
297,TheHighNow,1:42:17,Produced with Genetic Engineering,2017-04-19,100%
298,drumman541,1:42:18,Beats my offline PB by 80+ seconds.  Game time = 1:10,2016-11-12,100%
299,Aweglib,1:42:28,Ok for still having no idea what to do lol,2017-12-09,100%
300,mrcab,1:42:33,,2017-12-22,100%
301,taikalanne,1:42:36,First completed run after switching from emulator to SNES,2019-01-31,100%
302,eNt91,1:42:39,Streamed on my gf's Twitch. 15 minute PB.,2018-01-09,100%
303,chronoon,1:42:42,shwarb,2020-11-05,100%
304,tr621,1:42:45,"1:10, why is wrecked ship so hard",2016-03-26,100%
304,Javeliin,1:42:45,,2018-08-17,100%
306,ninglendo,1:42:47,Sub 1:40 will happen soon,2014-12-04,100%
307,Naitsirc805,1:42:57,I don't know how to fight bosses :C,2016-10-07,100%
308,charles_black,1:43:16,cut 10min off because no WS/gauntlet twice,2014-06-20,100%
309,yeaydee,1:43:34,First completed run on NTSC,2022-02-13,100%
310,BlackOrPinto,1:43:53,"Improvements on wrecked ship, maridia, and ridley. More work to go, but steady progress",2018-03-28,100%
311,mrcplays,1:43:54,"Starts at 27:32 (100%, 1:10 in-game time)",2017-02-15,100%
312,matrixugly,1:43:55,SLAV SQUATS. HEELS ON GROUND. IPA FOR CREDITS.,2017-04-11,100%
313,jk16bit-palmy-,1:43:57,"*Sigh* - I'm lossing my touch, run needs work.",2014-10-11,100%
314,dyinggamer,1:44:00,still needs polishing,2014-08-06,100%
315,KentaKurodani,1:44:02,"3rd completed 100%, I can't believe how much better I got! 1:11 gametime, 2nd part of vid on channel",,100%
316,plof27,1:44:05,GT Missiles FeelsBadMan,2017-06-06,100%
317,kosmicd12,1:44:09,"First run, will beat",,100%
318,Shauing,1:44:19,"Sub-1:45 and deathless, let's go!",2022-10-30,100%
319,Player31,1:45:06,forgetful,2020-05-25,100%
320,Moops,1:45:18,"Saved The Animals, 1:12 Game Time",,100%
321,xSLEEP3Rx,1:45:31,4 min PB!!!,2022-09-08,100%
322,Radishes,1:45:32,PB by 7 minutes!,2020-06-25,100%
323,swiss225,1:45:41,,2017-07-13,100%
324,Amber24,1:45:46,,2019-05-04,100%
325,JSSTyger,1:45:47,Top 300!  Bad turtle room.  Bad mother brain 2.  Bad spike room on wrecked ship.,2021-05-08,100%
326,makobytes17,1:45:48,Hundo is Easy!      *hard,2018-01-21,100%
327,SnacobOhNo_,1:46:36,1:14 in game time. trying to get better…trying,2015-03-03,100%
327,dasr12,1:46:36,1:11 here I come (1:14 IGT),2021-03-12,100%
329,Adamantium,1:46:57,Absolute trainwreck but I'm happy to complete my first run. Now the real grind starts!,2020-07-19,100%
330,Curitiba,1:47:00,,2021-09-19,100%
331,Makinx,1:47:09,First playthrough keeping time. No recording equipment (yet).,2016-10-24,100%
332,BeefMountain,1:47:17,No way to record. Timed with my IPhone,2020-03-17,100%
333,sickent,1:47:19,have nt updated my 100% in so long,2015-10-21,100%
334,AnotherFastSamus,1:47:20,,2020-10-07,100%
335,Peanutz996,1:48:00,"This categoy is really fun to run. Terrible run though, going for that sub 1:35",2014-04-25,100%
336,ChristosOwen,1:48:08,Probably the best I'll get without learning/practicing,2016-11-07,100%
337,Khrystian82,1:48:32,,2021-08-14,100%
338,Dreedz2179,1:48:33,Second run,2016-12-27,100%
339,eLmaGus,1:48:36,I can feel the D e e R F o r C e,,100%
340,binarynova,1:48:45,,2014-11-13,100%
341,captain_duck,1:49:06,"Another race PB, and that with killing sporespawn for fun lol",2016-12-08,100%
342,XPlasmaHybridX,1:49:13,Casual% Kappa,2018-01-30,100%
343,jangles,1:49:23,First 100% Completion,2019-01-18,100%
344,eden8,1:49:24,meow,2022-12-05,100%
345,gonzteppenwolf,1:49:25,Glitchless 100%,2015-08-15,100%
346,boxmeister,1:49:29,Hefty improvement!,2019-01-09,100%
347,Blunt_Exterminator,1:49:30,First legit PB. Much room to improve. Video when it's good enough to watch.,2017-11-12,100%
348,I2ustd,1:49:33,"Improving, need boss practice.",2015-05-22,100%
348,CanadianInvasion,1:49:33,First hundo run. Lots of route mistakes 1:15 IGT,2017-05-06,100%
350,haaria,1:49:38,still new to this,,100%
351,DagV,1:49:40,"""LOL FIRST TRY""",2017-08-09,100%
352,murderbeam_tv,1:49:49,"Missed quick kill, zeb skip, AND stand up, but still saved 3 seconds",2019-08-18,100%
353,bsnone,1:49:58,First complete run at hundo,2018-01-06,100%
354,GreenMetroid72,1:50:00,"1:50 even, lol",,100%
355,Oblinky,1:50:16,"I won't do much better, I will record a run someday. IGT : 1:19",2017-12-26,100%
356,bruiser378,1:51:00,"Could have broken 1:50, but bad, bad escape",2016-02-03,100%
357,crossproduct,1:52:18,Sleepy%,2016-02-20,100%
358,HolySmoke,1:52:24,"Had to pee at Waterway, IGT 1:18",2023-04-03,100%
359,Desmous,1:52:37,,2019-08-14,100%
360,Antilles58,1:52:40,"missed mickey mouse missiles, lost 4 min on backtrack :(",2014-07-26,100%
361,Faw,1:53:01,failed to get the two items with crumble blocks in one run in crateria,2016-06-29,100%
362,VoyagerCMS,1:53:34,2017-06-11 (1:20 IGT) Major fail in Wrecked Ship. 100% Beer Run by TransatlanticGaming,2017-06-16,100%
363,villeeee,1:53:49,maybe too slow...,2014-08-08,100%
364,Will_o_the_Wisp,1:54:59,,2014-04-26,100%
365,oceane1990,1:55:04,,2016-12-18,100%
366,Jbizzo49,1:55:11,"First semi-serious run with a route and barely any speed tricks, 1:22 IGT",2014-04-18,100%
367,nolife9face,1:55:21,First run,2016-07-07,100%
368,ShadowWolf9585,1:55:45,"Beat my previous pb, climb was horrible",2020-01-29,100%
369,Rossbacher,1:55:54,I'm so happy right now :),,100%
370,splendid,1:56:15,Much room to improve,,100%
371,8BitNESExploits,1:56:35,Current PB as of 03/31/15,2015-04-06,100%
372,gameaholic2k,1:56:58,First time speedrunning 100%,2018-03-03,100%
373,WhiteShadow,1:57:08,,2017-06-12,100%
374,Miaftw,1:57:27,First and only hundo <3,2016-01-25,100%
375,Acmlm,1:57:35,Bad route and strats because I don't know better yet (1:23 gametime),2014-10-23,100%
376,nice2meatu,1:57:42,First time hurts the most. No vid. =(,2019-10-28,100%
377,Croakomire,1:57:54,Scan lines are amazing,2017-07-16,100%
378,SnacobOhNo,1:58:00,1:26 in game time needs tons of improvement,2014-10-13,100%
379,ninjacloud_,1:58:45,I never want to fight spore spawn in this category ever again.,2017-02-24,100%
380,kreichjr,1:58:57,"Cut the 2 hour, 3rd or 4th time attempting 100%",,100%
381,Selphie96,1:59:04,More of a fast-casual kinda run.,2015-07-07,100%
382,Eyes,1:59:39,Sub-2 woo!,2021-01-18,100%
383,TheIrishBub,1:59:41,"Finally cut 2 hours! Run still sucked, though... 1:26 IGT",2016-12-04,100%
384,darrell_guns,2:00:17,,2017-02-20,100%
385,Marvelgirl186,2:00:35,"Awful movement, bad escape, no standup glitch like former pb. close to sub-2 though...",2017-09-16,100%
386,Samusnews,2:01:37,My first Run!! LOL,2018-05-10,100%
387,GoSuLoZ,2:02:00,First complete 100% run. So much time to save...,2017-03-04,100%
388,Daraksharnah,2:02:10,"4th run, took 20 minutes off, time for the 1:50 :D",2014-08-08,100%
389,chrispy072003,2:03:24,first 100% run,2014-05-03,100%
390,Matt32,2:06:04,"First ever attempt, gotta baseline somewhere. Game time 01:33.",2020-01-25,100%
391,armpitpuncher,2:07:53,"first time streaming, will have vod next time",2015-02-05,100%
392,darksamus101,2:12:34,100% items,2014-04-14,100%
393,Maid-Chan,2:13:19,"Didn't get lost this time, Lots of better movement some worse, good new PB that I can beat with time",2018-06-29,100%
394,FiliVig,2:15:13,:P,2017-03-08,100%
395,KrunchyLex,2:15:20,One year later - will never miss that e-tank again,2019-03-18,100%
396,Gulopine,2:16:20,Finally avoided major routing trouble. Will stream any future attempts.,2018-10-25,100%
397,jarvitz,2:20:20,"first run, less than double my any% time so i'm fine with that.",,100%
398,hypershadic11,2:21:59,"Worst run ever, jackass hounding me the whole way, and a little bitch in my ear",2021-11-06,100%
399,lazarojhone,2:24:41,The Last Metroid ;),2017-07-10,100%
400,hubert0987,2:26:29,,2015-05-03,100%
401,DrMcStreamy,2:27:58,Used Nintendo Power Guide,2020-09-21,100%
402,Hellmessenger,2:28:57,Had to backtrack for a damn missile pack :-( (1:54 gametime),2015-02-24,100%
403,TheHockeytowner,2:29:54,"What would Uncle Roger say about this run? ""Haiyaaa...""",2020-09-27,100%
404,playingg0d,2:31:00,First attempt. Everything went wrong with this run.,2017-01-20,100%
405,PinkTeddy,2:36:47,"Video during marathon, gotta find it.  Stupid mistakes errywhere",,100%
406,jewelediris,2:43:28,In game time was 02:09,2016-10-23,100%
407,SkyRandir,3:48:28,First ever 100% item completion!,2019-08-17,100%
408,Imyt,7:04:43,Best to ever do it,2022-07-12,100%
